Date,Employee_Name,Employee_ID,Department,Job_Title,Gender,Project,Years_At_Company,Performance_Score,Monthly_Salary	,Clocked_Hours,Productive_Hours,Tasks_Completed,Meetings	,Break_Hours,Training_Hours	,Overtime_Hours	,Remote_Work_Frequency,Employee_Satisfaction_Score,Resigned
4/20/2025,Boigie,58967,Human Resources,Assistant Professor,Male,Redhold,28.2,5,5,2.3,0.4,5,3,0.9,10.1,2.3,16,4.3,yes
12/1/2024,Caren,4,Research and Development,Speech Pathologist,Female,Ronstring,1.1,1,1,3.2,5.2,10,5,1.7,8.9,3.5,11,1.9,yes
12/16/2024,Kelsy,523,Research and Development,Operator,Female,It,19.6,5,2,0.8,0.6,3,5,1.7,4.2,1.6,8,1.6,no
2/4/2025,Jennifer,1741,Training,Senior Developer,Female,Trippledex,20.6,4,2,0.7,3.9,2,1,1.2,10.8,1.5,19,3.4,yes
6/5/2024,Phip,123,Engineering,Civil Engineer,Male,Lotlux,7.2,2,1,7.5,6.4,7,3,1.6,7.5,0.3,1,1.2,yes
9/21/2024,Garrick,62,Sales,Research Assistant III,Male,Transcof,25.5,5,5,0.9,5.5,4,4,0.8,10.8,2.5,1,2.5,yes
5/1/2025,Justin,1,Services,Safety Technician IV,Male,Transcof,27.5,5,2,2.4,6.4,1,0,0.8,4.0,1.1,20,1.1,yes
12/7/2024,Denney,7756,Training,Research Associate,Male,Alpha,18.5,4,3,3.6,0.8,5,5,1.3,14.6,4.7,16,2.4,yes
4/16/2025,Rochelle,93615,Accounting,Nurse Practicioner,Female,Treeflex,8.3,3,3,5.3,1.7,7,3,0.6,4.9,1.0,8,4.8,yes
9/29/2024,Justus,9607,Engineering,Sales Associate,Male,Keylex,28.3,3,4,6.6,5.6,4,5,1.2,8.8,0.2,2,1.6,no
11/12/2024,Gussy,16,Legal,Editor,Female,Lotlux,13.2,5,4,5.7,0.3,1,4,0.9,14.7,4.8,18,2.2,no
10/28/2024,Cortie,16900,Accounting,Cost Accountant,Male,Greenlam,26.7,4,5,1.3,4.7,5,2,0.8,2.9,3.4,10,1.3,yes
8/21/2024,Tiff,20216,Product Management,Chemical Engineer,Female,Lotlux,29.9,4,3,0.8,0.7,4,3,1.0,2.3,1.4,1,4.1,yes
9/3/2024,Modestia,38310,Accounting,Actuary,Bigender,Wrapsafe,3.3,1,4,3.7,6.6,1,4,1.4,11.3,4.2,20,3.4,no
2/6/2025,Althea,3,Training,Registered Nurse,Female,Mat Lam Tam,29.4,3,5,7.6,2.1,9,0,1.8,4.4,4.0,20,2.0,no
12/24/2024,Billy,03682,Support,Recruiter,Male,Temp,19.1,1,4,4.5,0.3,8,0,1.0,3.7,0.6,7,2.5,yes
7/4/2024,Olenolin,600,Human Resources,General Manager,Male,Quo Lux,3.7,3,5,1.9,3.0,0,3,1.4,11.6,4.4,16,3.8,yes
4/17/2025,Theressa,239,Legal,Analyst Programmer,Female,Daltfresh,4.3,5,5,3.8,2.2,4,5,0.5,8.8,2.4,9,2.2,yes
6/28/2024,Loria,9,Product Management,Account Executive,Female,Transcof,1.5,5,1,4.7,0.2,6,4,0.6,2.3,3.3,0,1.7,yes
10/16/2024,Mickie,0751,Business Development,Data Coordinator,Male,Domainer,0.7,5,2,2.1,7.7,6,3,0.6,14.9,0.3,16,2.0,yes
6/22/2024,Cammy,44113,Research and Development,Director of Sales,Female,Bitwolf,22.8,5,3,5.9,3.9,6,0,0.6,6.5,4.1,5,2.4,yes
1/8/2025,Lemmie,12,Research and Development,Sales Associate,Male,Zathin,16.9,2,3,6.4,2.9,8,1,1.1,8.1,1.0,0,2.1,no
2/5/2025,Patsy,48,Accounting,Web Developer I,Male,Kanlam,19.7,1,1,1.6,4.8,8,5,1.8,4.7,3.5,4,5.0,no
11/2/2024,Aurel,97,Support,Sales Associate,Female,Duobam,11.0,3,1,4.2,5.5,6,5,0.9,9.9,3.5,7,2.4,no
11/11/2024,Filippa,805,Engineering,Desktop Support Technician,Female,Sub-Ex,17.5,4,4,6.3,0.4,3,2,1.9,3.2,1.8,5,4.5,yes
6/20/2024,Malcolm,21,Research and Development,Internal Auditor,Male,Prodder,13.7,2,3,3.5,0.1,6,5,1.5,1.3,0.5,11,1.8,yes
2/10/2025,Kevon,2569,Legal,Database Administrator II,Polygender,Lotstring,3.3,2,4,6.3,6.4,7,2,1.2,2.9,1.0,3,1.9,no
8/26/2024,Frieda,15549,Services,Technical Writer,Agender,Redhold,20.5,3,5,4.2,7.1,3,1,0.7,15.0,4.9,12,3.6,no
8/24/2024,Zandra,611,Business Development,Business Systems Development Analyst,Female,Viva,5.9,3,5,2.8,4.1,2,3,1.0,6.2,2.5,15,3.1,yes
5/29/2025,Micah,8842,Accounting,Assistant Media Planner,Male,Home Ing,21.1,1,1,1.8,2.0,9,3,0.5,8.2,1.6,18,4.0,yes
8/23/2024,Rhianon,420,Engineering,Chemical Engineer,Female,Toughjoyfax,17.4,4,5,6.7,7.6,5,3,1.0,3.4,3.7,13,2.2,yes
12/11/2024,Enos,7,Human Resources,VP Marketing,Male,Flowdesk,23.5,2,4,2.4,7.7,1,5,1.2,5.1,2.5,10,3.5,no
6/8/2024,Alexandra,54,Engineering,Systems Administrator III,Female,Mat Lam Tam,13.1,1,5,7.7,3.5,3,1,1.5,9.4,3.3,12,1.9,no
1/22/2025,Vidovik,986,Accounting,Information Systems Manager,Male,Sonair,10.4,4,2,6.1,4.9,4,3,2.0,0.2,4.7,2,3.8,yes
6/14/2024,Bambie,31,Services,Senior Developer,Female,Flexidy,11.3,1,4,2.8,2.9,4,3,0.6,3.7,3.6,0,4.8,no
8/17/2024,Sigvard,5544,Legal,Nurse,Male,Zontrax,26.5,2,5,4.4,3.8,1,5,0.9,5.0,1.6,5,3.8,no
11/26/2024,Thom,079,Business Development,Computer Systems Analyst IV,Male,Y-find,5.0,1,1,5.1,7.3,4,3,1.5,8.0,1.2,3,1.7,no
3/31/2025,Dorelia,89958,Engineering,Structural Engineer,Female,Prodder,7.2,2,1,1.7,1.6,4,4,1.0,0.7,1.0,1,1.1,no
2/7/2025,Mychal,03,Services,Internal Auditor,Male,Holdlamis,0.9,5,4,1.5,1.9,5,4,0.9,12.7,3.8,4,4.9,yes
9/28/2024,Kania,71,Support,Dental Hygienist,Female,Fintone,22.7,4,4,5.9,2.3,0,1,1.9,0.9,3.8,19,2.7,yes
7/15/2024,Sherline,7894,Marketing,Recruiter,Female,Konklux,3.8,4,4,0.6,3.3,5,3,0.9,11.4,0.1,6,3.5,no
5/24/2025,Tremayne,2856,Business Development,Web Developer IV,Male,Gembucket,24.3,3,5,4.6,6.6,3,2,0.9,13.2,4.5,8,3.0,yes
4/8/2025,Jessica,532,Training,Community Outreach Specialist,Female,Aerified,6.5,3,2,7.1,2.0,2,5,1.5,2.2,4.0,0,3.1,no
10/10/2024,Roma,5630,Services,Occupational Therapist,Male,Biodex,0.3,4,2,2.1,2.7,5,4,0.7,12.4,3.1,11,1.8,no
7/12/2024,Nicholas,62654,Product Management,Registered Nurse,Male,Vagram,4.2,1,3,0.7,2.0,4,3,0.9,3.8,0.3,14,1.0,no
8/29/2024,Sibyl,6573,Training,Software Engineer II,Male,Lotstring,12.0,4,2,6.3,7.4,3,1,0.9,1.5,2.8,0,2.9,yes
8/10/2024,Gareth,5,Product Management,Financial Advisor,Male,Bamity,10.2,3,1,5.5,4.6,0,0,1.4,6.8,2.5,2,3.7,yes
2/1/2025,Carola,6,Support,Research Assistant IV,Female,Biodex,13.5,4,4,5.4,0.7,7,1,1.6,2.2,4.2,0,1.9,yes
5/8/2025,Faustine,7,Sales,Director of Sales,Female,Sonsing,29.3,5,4,4.4,3.2,8,0,1.0,1.3,4.1,4,2.3,yes
1/22/2025,Ashbey,778,Legal,Social Worker,Male,Lotlux,27.7,4,4,7.2,0.3,0,4,1.9,4.5,4.6,4,4.6,yes
4/13/2025,Rafaellle,1,Product Management,Assistant Manager,Male,Andalax,14.2,1,4,2.6,3.9,0,4,0.6,12.9,0.3,16,1.1,yes
6/6/2024,Faunie,170,Sales,Senior Cost Accountant,Female,Keylex,6.0,3,4,4.9,0.7,8,1,0.8,13.3,4.8,3,4.0,no
10/11/2024,Faustine,2788,Training,Software Consultant,Female,Kanlam,29.4,2,1,5.8,0.9,1,2,1.5,2.8,1.3,18,2.0,yes
8/8/2024,Sherilyn,07,Legal,Legal Assistant,Female,Lotstring,8.9,1,5,6.2,2.9,5,1,1.5,7.3,0.5,16,2.4,yes
5/13/2025,Josh,1,Sales,Human Resources Manager,Male,Viva,8.3,3,4,3.4,4.6,3,4,0.8,9.7,3.5,20,3.7,no
8/16/2024,Marcos,3318,Accounting,Research Nurse,Male,Bytecard,10.5,4,1,4.4,4.6,7,1,1.1,6.0,3.4,4,1.6,yes
11/29/2024,Erin,6,Sales,Financial Advisor,Male,Transcof,19.5,5,2,4.1,1.2,8,1,1.3,6.7,0.5,12,3.4,no
4/11/2025,Natala,38,Training,Chief Design Engineer,Female,Stringtough,15.1,2,3,4.3,0.1,0,2,1.9,6.7,1.9,19,3.4,yes
6/13/2024,Harbert,1,Product Management,Community Outreach Specialist,Male,Fixflex,0.5,4,3,3.6,0.9,9,3,1.3,1.0,2.5,8,1.0,no
12/8/2024,Willard,83,Business Development,Food Chemist,Male,It,14.7,3,4,6.4,1.2,6,5,1.3,10.1,4.2,13,1.4,no
1/22/2025,Nelle,254,Services,Research Assistant III,Female,Aerified,25.4,5,3,6.0,2.1,4,4,1.1,10.4,3.8,9,3.4,yes
5/22/2025,Hamil,8,Legal,Senior Cost Accountant,Male,Zoolab,21.6,4,2,1.7,6.9,9,3,0.7,2.7,3.0,17,1.8,no
6/5/2024,Brenna,31463,Sales,Associate Professor,Female,Voltsillam,7.6,2,2,4.2,2.3,2,2,0.7,11.8,2.0,7,1.3,yes
2/6/2025,Christel,023,Product Management,Senior Sales Associate,Female,Temp,7.7,4,2,4.0,5.0,10,5,0.6,8.0,0.4,18,2.4,yes
6/20/2024,Adi,8,Business Development,VP Quality Control,Non-binary,Lotlux,2.2,2,4,1.2,6.7,4,3,0.9,6.4,4.2,9,2.4,no
1/23/2025,Adi,3,Engineering,Junior Executive,Female,Asoka,2.0,5,2,4.1,2.6,3,1,2.0,13.8,0.8,15,1.5,no
7/5/2024,Keane,12,Support,Research Associate,Male,Tin,24.5,4,3,2.7,3.2,9,1,0.8,1.0,0.6,3,1.0,no
4/23/2025,Cosette,054,Training,Senior Sales Associate,Female,Opela,15.7,2,5,2.8,7.4,1,5,1.6,9.5,2.2,16,1.8,no
3/8/2025,Roderich,2543,Research and Development,Human Resources Manager,Male,Fix San,20.6,3,2,5.1,3.8,10,2,1.8,1.0,3.1,0,2.3,yes
9/8/2024,Binni,56809,Product Management,Quality Control Specialist,Female,Y-find,6.3,1,4,3.3,4.6,3,5,0.8,1.6,1.7,19,3.6,no
1/10/2025,Gratia,511,Human Resources,Tax Accountant,Female,Wrapsafe,17.6,1,5,3.3,6.0,4,3,1.2,9.7,0.5,19,1.0,no
6/11/2024,Bel,66,Support,Analog Circuit Design manager,Female,Span,16.5,5,4,3.9,2.8,7,4,1.0,9.2,0.8,7,1.9,yes
1/29/2025,Tobie,4114,Sales,Software Engineer I,Male,Duobam,29.0,1,2,3.0,7.5,1,3,1.5,12.7,0.3,14,3.5,yes
8/13/2024,Jolee,36,Legal,Budget/Accounting Analyst III,Female,Bigtax,25.3,3,5,1.8,1.8,10,5,2.0,9.0,2.2,6,3.5,yes
3/25/2025,Ramona,81500,Sales,Recruiting Manager,Female,Duobam,1.1,3,5,3.1,3.0,1,5,1.5,13.0,2.3,15,4.4,no
9/3/2024,Raffaello,2160,Business Development,Assistant Media Planner,Male,Fix San,17.8,4,3,7.1,3.1,8,1,0.7,0.2,2.2,9,3.5,yes
10/18/2024,Gabbey,3,Support,Quality Engineer,Female,Tres-Zap,24.5,5,3,5.9,0.7,0,3,1.9,13.9,0.6,14,4.8,yes
11/2/2024,Jules,7,Business Development,Pharmacist,Polygender,Redhold,11.2,5,2,6.1,5.7,9,3,0.7,12.0,4.0,14,3.7,no
3/29/2025,Archibald,52,Legal,Physical Therapy Assistant,Male,It,3.3,5,2,3.8,1.2,0,3,0.8,2.5,0.9,5,1.7,yes
9/26/2024,Dorelia,6,Support,Recruiter,Female,Bitwolf,5.2,5,3,5.8,2.9,5,1,1.6,3.9,2.1,17,2.3,no
3/6/2025,Fidelia,955,Business Development,Nurse,Female,Keylex,6.0,3,1,3.4,2.7,4,3,0.9,2.6,1.5,7,3.7,no
5/24/2025,Grethel,26,Services,Compensation Analyst,Female,Tres-Zap,27.7,4,4,6.7,1.7,5,3,1.9,10.4,2.4,18,3.4,yes
1/16/2025,Laney,6,Training,Technical Writer,Male,Sub-Ex,22.3,1,1,7.7,7.4,5,1,1.4,0.1,4.0,14,4.8,no
10/13/2024,Sylvan,5,Product Management,Nuclear Power Engineer,Male,Cardguard,9.3,4,4,6.8,0.5,10,5,1.3,6.2,1.4,1,3.5,yes
5/8/2025,Bibby,19,Engineering,Software Test Engineer III,Female,Lotlux,29.2,3,3,7.3,3.9,7,3,1.7,1.5,3.2,13,2.4,no
3/2/2025,Ellswerth,0864,Support,Research Assistant I,Polygender,Andalax,7.9,4,3,1.6,1.0,9,5,0.9,2.8,4.8,16,1.2,no
11/5/2024,Emelita,70,Marketing,Human Resources Assistant I,Female,Sub-Ex,15.6,5,5,5.7,6.7,10,3,0.5,6.5,3.1,6,3.9,yes
4/11/2025,Edik,25,Research and Development,Dental Hygienist,Male,Home Ing,25.8,2,2,3.8,7.7,4,5,1.0,11.2,4.8,14,4.7,no
11/28/2024,Colet,7,Support,Structural Analysis Engineer,Male,Stronghold,22.3,1,5,1.3,1.7,4,4,1.9,12.0,0.3,6,4.3,yes
4/27/2025,Sargent,1331,Engineering,Associate Professor,Male,Fintone,27.2,2,4,6.2,4.1,1,5,1.4,9.4,1.7,2,4.4,no
4/30/2025,Jameson,13,Research and Development,Developer IV,Male,It,8.8,2,2,2.4,0.3,7,5,0.5,13.8,5.0,11,3.4,no
2/12/2025,Benedetta,49066,Services,Research Nurse,Female,Stringtough,14.8,5,4,4.6,7.5,0,5,1.8,9.2,0.1,19,3.3,no
3/27/2025,Shirleen,0,Research and Development,Computer Systems Analyst I,Female,Bitchip,21.9,5,1,5.5,5.4,4,1,1.2,2.0,1.1,17,1.6,yes
9/14/2024,Derrik,11124,Engineering,Software Engineer IV,Male,Zamit,4.2,1,1,7.9,6.8,9,1,1.3,12.9,4.5,15,1.3,yes
9/29/2024,Hamnet,44,Services,Systems Administrator IV,Male,Hatity,25.6,5,4,6.2,7.6,4,4,1.1,5.2,4.1,19,1.8,no
6/12/2024,Aron,6,Training,Project Manager,Male,Otcom,28.0,4,5,3.7,0.1,8,4,1.0,13.2,3.4,2,1.3,no
10/21/2024,Roland,89,Services,Programmer IV,Genderqueer,Fixflex,12.0,2,5,0.7,4.2,2,4,1.4,9.2,2.5,12,3.1,yes
9/21/2024,Zarla,729,Accounting,VP Quality Control,Female,Alpha,7.5,4,2,7.0,5.3,7,4,0.7,2.7,4.9,1,1.3,no
1/16/2025,Wilbur,50,Services,Pharmacist,Male,Transcof,12.8,2,4,1.1,3.4,7,5,1.4,4.4,4.9,16,2.1,no
10/11/2024,Broderic,87896,Support,Analog Circuit Design manager,Male,Gembucket,23.6,5,4,6.4,6.3,6,1,0.9,9.3,4.2,2,2.1,yes
7/1/2024,Oswell,465,Engineering,Quality Control Specialist,Male,Stim,3.1,3,4,7.0,0.4,8,1,0.7,10.5,1.4,12,3.1,yes
3/11/2025,Ainsley,1742,Research and Development,Mechanical Systems Engineer,Female,Fixflex,7.6,5,4,5.8,2.1,5,5,0.8,6.7,1.2,1,4.6,no
4/10/2025,Bettye,9,Services,Tax Accountant,Female,Tres-Zap,28.5,3,5,4.3,5.5,6,3,0.6,1.2,2.8,14,1.5,yes
12/21/2024,Emlyn,575,Engineering,Quality Engineer,Male,Cardify,8.9,2,5,6.5,3.1,0,4,0.7,9.8,1.8,7,3.0,yes
12/24/2024,Bruce,27,Sales,Database Administrator IV,Male,Cardify,7.2,5,5,3.5,7.8,7,5,1.8,1.2,0.6,17,4.8,no
4/10/2025,Jake,4540,Human Resources,Cost Accountant,Male,Tempsoft,15.3,2,2,6.9,1.7,1,5,0.5,12.0,3.3,16,3.7,no
5/7/2025,Alphonse,244,Engineering,Computer Systems Analyst II,Non-binary,Overhold,19.7,3,3,0.8,3.6,3,2,1.7,9.1,1.8,8,3.4,yes
4/18/2025,Rafael,478,Support,Help Desk Technician,Agender,Lotlux,16.8,3,4,1.6,3.5,5,3,0.9,13.3,3.3,17,1.5,no
6/7/2024,Elizabeth,96532,Marketing,Paralegal,Female,Andalax,6.3,1,5,1.3,2.7,0,4,0.8,11.7,2.2,8,4.6,yes
10/22/2024,Nicoli,86720,Support,General Manager,Female,Holdlamis,9.0,5,3,5.3,6.7,7,1,2.0,6.8,1.8,10,2.5,no
10/31/2024,Ronica,431,Engineering,Community Outreach Specialist,Female,Biodex,26.0,4,2,6.9,2.2,4,0,1.0,12.9,2.6,15,3.1,yes
6/17/2024,Ashlan,9,Sales,Research Assistant II,Female,Voyatouch,10.3,5,4,4.2,0.7,10,4,1.4,9.1,3.7,1,3.4,yes
11/4/2024,Kaleb,6,Training,General Manager,Male,Matsoft,26.3,1,3,3.0,5.2,4,1,0.8,6.8,1.8,18,1.2,yes
7/30/2024,Guinna,5056,Accounting,Quality Control Specialist,Female,Sub-Ex,15.8,1,3,4.7,5.2,6,3,1.1,11.0,1.8,8,3.5,yes
11/18/2024,Zackariah,1941,Services,Physical Therapy Assistant,Male,Bitchip,8.0,5,3,3.1,3.6,5,5,0.9,11.0,3.8,14,4.3,no
5/8/2025,Bogart,55,Support,Senior Cost Accountant,Male,Voltsillam,16.8,4,1,0.6,0.6,6,0,2.0,13.8,0.2,3,1.3,no
12/12/2024,Gianni,87,Marketing,Assistant Media Planner,Male,Tampflex,21.8,2,3,1.0,0.1,7,1,1.3,13.7,2.3,8,3.9,yes
9/15/2024,Linnet,7409,Human Resources,Social Worker,Female,Sonair,4.8,2,2,0.8,5.6,3,0,1.2,13.0,4.9,19,3.6,yes
8/14/2024,Lacey,665,Services,Analog Circuit Design manager,Bigender,Prodder,7.0,4,2,0.6,7.2,2,1,1.1,0.6,0.7,15,1.4,yes
1/30/2025,Rollo,092,Sales,Health Coach III,Male,Zontrax,4.8,3,2,6.6,3.3,8,2,2.0,7.8,3.2,10,2.1,yes
8/29/2024,Pepito,43,Marketing,Analog Circuit Design manager,Male,Andalax,23.6,4,4,4.6,4.5,10,1,1.4,0.4,0.8,18,2.9,no
6/20/2024,Gallard,4369,Research and Development,Dental Hygienist,Male,Tampflex,10.7,5,3,7.2,7.9,1,0,2.0,6.6,3.0,17,3.9,no
11/24/2024,Hilliard,922,Marketing,Research Assistant III,Male,Wrapsafe,20.4,2,1,3.4,7.3,2,1,0.9,7.3,1.1,3,4.6,no
12/15/2024,Jana,04645,Legal,Recruiter,Female,Greenlam,0.1,4,2,0.5,4.0,9,1,1.2,13.1,0.8,14,2.6,yes
4/29/2025,Jecho,972,Business Development,Junior Executive,Male,Fintone,20.7,2,1,6.0,6.9,7,0,1.0,10.2,0.5,8,3.2,no
9/10/2024,Lowell,8,Human Resources,Clinical Specialist,Non-binary,Lotlux,20.9,4,2,1.3,6.8,2,2,1.6,9.1,3.8,20,1.8,yes
5/20/2025,Desmond,56,Services,Assistant Professor,Male,Greenlam,1.8,3,4,3.5,7.4,6,0,0.9,4.9,2.0,20,3.6,no
7/11/2024,Hilarius,603,Human Resources,Speech Pathologist,Male,Veribet,12.3,2,3,6.2,0.9,2,1,0.9,2.5,0.2,1,3.2,yes
11/11/2024,Norrie,57,Business Development,Automation Specialist I,Male,Zaam-Dox,22.1,4,3,7.8,3.3,4,4,1.6,5.0,0.5,17,4.4,yes
9/23/2024,Rahel,944,Sales,Paralegal,Female,Zamit,21.6,4,3,1.9,0.4,0,4,0.7,2.7,4.1,12,4.9,no
5/24/2025,Hendrick,50823,Support,Senior Quality Engineer,Male,Cardify,7.9,4,5,0.7,4.1,3,5,1.1,4.7,4.8,15,4.1,yes
8/3/2024,Melody,609,Research and Development,Financial Analyst,Female,Ventosanzap,27.4,1,5,5.3,2.2,10,5,1.5,3.8,2.6,9,4.5,no
2/26/2025,Moyra,74472,Support,Senior Developer,Female,Bamity,26.4,1,4,6.5,3.9,9,4,1.4,5.8,2.9,4,4.8,no
8/2/2024,Cherye,94,Human Resources,Software Test Engineer III,Female,Regrant,23.5,2,4,3.9,7.6,9,0,1.2,3.4,2.3,16,5.0,yes
8/18/2024,Fenelia,2769,Engineering,Geological Engineer,Female,Ventosanzap,10.4,4,5,0.7,3.4,2,3,1.4,13.0,1.1,12,2.9,yes
3/7/2025,Marylee,97,Sales,Human Resources Manager,Female,Daltfresh,13.9,2,1,7.9,1.0,9,0,1.5,5.6,1.9,18,3.4,yes
11/30/2024,Conway,08,Accounting,Quality Engineer,Male,Tempsoft,4.0,1,4,4.0,4.6,10,2,0.8,0.6,2.3,10,3.6,no
7/5/2024,Orelia,4,Research and Development,Dental Hygienist,Female,Job,20.7,4,1,1.5,6.6,0,2,1.9,2.4,4.9,1,3.7,yes
8/26/2024,Pancho,32,Legal,Staff Accountant IV,Male,Mat Lam Tam,15.4,3,1,3.8,5.2,9,5,0.7,6.8,2.3,2,2.1,yes
8/7/2024,Therine,3,Sales,Developer I,Female,Stringtough,2.2,4,5,4.8,1.1,2,5,0.9,8.1,4.3,19,4.6,no
1/22/2025,Luigi,84704,Services,Statistician II,Male,Stringtough,21.9,5,5,1.3,6.6,1,5,0.9,7.4,4.9,2,1.5,yes
11/1/2024,Fanny,09,Research and Development,VP Product Management,Female,Veribet,29.3,4,5,4.6,6.3,8,0,0.7,10.0,4.4,0,1.6,no
9/3/2024,Lammond,0,Business Development,Administrative Assistant II,Male,Hatity,28.1,4,4,3.1,0.3,4,4,0.6,6.7,0.2,10,2.2,yes
7/3/2024,Raeann,437,Accounting,Analog Circuit Design manager,Genderqueer,Voyatouch,18.7,2,2,7.2,0.9,2,0,1.7,3.6,3.4,19,4.8,yes
9/25/2024,Scot,55,Marketing,Automation Specialist I,Male,Bigtax,2.2,3,1,1.5,3.8,7,5,0.7,4.8,3.8,20,1.9,no
5/10/2025,Norina,30,Accounting,Cost Accountant,Female,Job,12.3,4,3,6.1,1.8,10,0,1.9,5.7,1.2,17,2.0,yes
6/8/2024,Mile,05,Training,Financial Advisor,Male,Bytecard,19.1,2,5,3.6,1.5,7,4,1.4,8.9,1.3,7,1.2,yes
2/18/2025,Farrell,21,Legal,Quality Engineer,Male,Tampflex,20.0,5,1,1.9,1.6,5,2,1.0,7.4,4.6,12,1.9,yes
4/9/2025,Ches,3158,Support,Chemical Engineer,Male,Aerified,21.9,5,5,6.1,5.5,8,5,1.1,1.8,2.0,20,3.7,yes
5/16/2025,Ilene,5547,Engineering,Graphic Designer,Female,Hatity,7.2,1,3,7.0,1.3,6,3,1.5,2.6,2.8,1,5.0,yes
10/29/2024,Legra,01055,Marketing,Speech Pathologist,Female,Zathin,9.9,1,3,4.0,4.8,0,2,1.7,14.1,4.4,11,1.7,no
2/14/2025,Glenden,8,Accounting,Chemical Engineer,Male,Wrapsafe,16.3,2,2,3.2,7.0,5,0,1.0,6.0,0.8,3,1.6,yes
10/12/2024,Willy,44145,Accounting,Human Resources Assistant II,Male,Tempsoft,8.4,5,1,1.5,1.7,4,2,1.5,11.6,3.6,18,4.1,no
1/20/2025,Wrennie,0006,Services,Chief Design Engineer,Female,Prodder,13.9,3,3,4.8,0.7,4,0,0.6,14.6,1.0,20,3.4,yes
3/16/2025,Tuck,3,Legal,Statistician III,Male,Domainer,25.9,3,5,0.9,0.8,10,0,1.7,7.7,0.1,18,4.0,no
6/20/2024,Carmine,10779,Product Management,Human Resources Assistant II,Male,Fixflex,11.7,4,1,6.0,4.8,5,5,1.0,7.0,1.5,9,2.1,yes
7/17/2024,Dewey,895,Human Resources,Web Developer IV,Male,Tin,8.5,1,3,7.2,6.0,2,4,1.9,14.6,3.5,15,3.2,yes
9/8/2024,Anastasie,9493,Marketing,Librarian,Female,Duobam,16.6,5,5,4.1,1.5,7,0,0.5,8.6,4.6,19,2.6,no
1/20/2025,Polly,95871,Legal,Geologist I,Female,Ventosanzap,0.3,1,3,0.8,3.6,6,4,0.6,9.9,3.4,12,3.5,no
8/11/2024,Claudette,5632,Accounting,Human Resources Assistant III,Female,Stringtough,2.3,3,5,0.7,1.9,2,2,0.5,4.6,0.9,7,2.0,yes
1/4/2025,Jolee,56,Support,Business Systems Development Analyst,Female,Prodder,24.2,2,4,1.7,7.7,2,5,1.3,8.6,0.8,20,4.0,no
11/10/2024,Karita,9808,Product Management,Software Test Engineer II,Female,Opela,13.7,3,1,7.6,0.7,8,0,1.7,1.1,0.6,14,1.9,no
12/8/2024,Ursulina,7640,Product Management,VP Quality Control,Female,Treeflex,10.5,3,2,4.3,1.3,4,3,0.9,3.0,3.7,1,3.3,no
8/23/2024,Claiborne,62,Sales,Quality Control Specialist,Male,Latlux,19.5,2,3,6.0,5.6,9,3,0.9,2.1,0.2,20,1.1,yes
10/6/2024,Ailis,1,Product Management,Recruiting Manager,Female,Subin,7.7,4,3,3.7,4.1,5,5,1.9,4.3,4.5,5,3.5,no
5/9/2025,Shelia,19830,Research and Development,Accountant III,Female,Mat Lam Tam,27.3,2,2,7.0,6.9,3,4,1.3,6.8,4.7,18,1.4,no
3/28/2025,Tremayne,700,Business Development,Registered Nurse,Male,Mat Lam Tam,10.4,5,5,7.2,6.2,9,0,0.9,2.9,3.5,12,3.5,no
9/17/2024,Stephanie,7603,Support,Junior Executive,Female,Opela,21.3,1,2,7.9,2.3,10,0,0.9,1.2,4.9,11,2.7,yes
1/19/2025,Elfrieda,60,Marketing,Food Chemist,Female,Latlux,22.1,3,4,3.1,7.9,10,0,0.7,12.4,0.8,7,3.0,yes
2/13/2025,Terrence,79135,Product Management,Statistician II,Genderqueer,Fixflex,10.1,1,3,4.6,7.5,9,1,0.7,11.7,1.6,17,4.8,no
6/7/2024,Duffie,32,Engineering,Quality Control Specialist,Male,Tampflex,29.0,5,4,0.8,6.4,3,0,1.2,6.6,4.4,15,2.4,yes
8/15/2024,Bonny,67736,Human Resources,Nurse,Female,Alpha,11.6,5,3,1.1,7.4,10,1,1.4,7.5,4.9,20,4.7,no
2/22/2025,Kipp,95357,Sales,Design Engineer,Female,Regrant,18.3,2,2,2.9,1.1,8,4,1.5,6.8,5.0,20,4.1,yes
1/3/2025,Keith,84,Marketing,Business Systems Development Analyst,Male,Subin,8.6,2,4,6.6,3.9,9,5,0.7,13.6,3.9,2,4.0,yes
7/15/2024,Brian,0692,Legal,Assistant Professor,Male,Wrapsafe,17.3,5,3,3.3,2.9,0,2,0.9,10.4,4.1,14,3.2,no
6/1/2025,Sharyl,3,Accounting,Cost Accountant,Female,Domainer,7.3,5,3,7.1,1.8,5,0,1.2,2.3,2.2,11,4.9,yes
3/23/2025,Conway,2831,Research and Development,Structural Analysis Engineer,Male,Regrant,21.1,1,5,4.1,5.0,7,2,0.8,13.1,4.2,18,1.9,yes
10/11/2024,Madelin,652,Product Management,Tax Accountant,Female,Sonair,20.2,2,3,6.4,6.7,5,0,1.5,11.5,3.3,6,3.4,no
2/3/2025,Elberta,08161,Accounting,Administrative Assistant I,Female,Redhold,13.6,3,2,2.9,0.2,2,3,1.5,12.3,4.8,2,3.5,no
8/20/2024,Hali,275,Support,VP Marketing,Female,Alpha,7.7,3,4,7.1,7.6,3,3,1.5,3.8,1.2,15,3.4,yes
